SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
106,3882,1,31,20,3,NA,NA,2307,0,9,1,0,0,0,0,0,0,0,0
132,11122,1,65,3,7,NA,NA,2318,1,9,1,0,0,0,0,0,0,0,0
191,10510,1,72,25,5,NA,NA,1852,0,3,0,1,0,0,0,0,0,0,0
200,11088,1,24,8,5,NA,NA,2078,0,1,0,0,1,0,0,0,0,0,0
203,9214,1,80,14,4,NA,NA,1603,0,9,1,0,0,0,0,0,0,0,0
250,7904,1,22,10,3,NA,NA,2163,0,8,0,0,0,1,0,0,0,0,0
292,11440,1,22,16,4,NA,NA,1892,0,5,0,0,0,0,1,0,0,0,0
326,11130,1,40,9,4,NA,NA,2482,0,7,0,0,0,0,0,1,0,0,0
339,10085,1,38,1,3,NA,NA,2581,0,1,0,0,1,0,0,0,0,0,0
391,9534,1,35,22,5,NA,NA,2950,0,2,0,0,0,0,0,0,1,0,0
445,3722,1,22,5,5,NA,NA,2232,0,8,0,0,0,1,0,0,0,0,0
451,4445,1,45,6,3,NA,NA,1689,0,4,0,0,0,0,0,0,0,1,0
515,8912,1,40,20,3,NA,NA,1861,0,9,1,0,0,0,0,0,0,0,0
524,3790,1,63,25,1,NA,NA,801,1,5,0,0,0,0,1,0,0,0,0
534,787,1,70,30,1,NA,NA,2388,1,4,0,0,0,0,0,0,0,1,0
536,11527,1,70,21,6,NA,NA,1362,0,3,0,1,0,0,0,0,0,0,0
614,10333,1,75,15,7,NA,NA,1455,1,8,0,0,0,1,0,0,0,0,0
619,10626,1,52,5,5,NA,NA,3096,0,5,0,0,0,0,1,0,0,0,0
673,8345,1,37,9,2,NA,NA,1689,0,8,0,0,0,1,0,0,0,0,0
686,9725,1,20,16,1,NA,NA,3467,1,1,0,0,1,0,0,0,0,0,0
705,8940,1,19,10,2,NA,NA,595,0,8,0,0,0,1,0,0,0,0,0
707,3722,1,18,5,5,NA,NA,2381,0,8,0,0,0,1,0,0,0,0,0
781,154,1,67,18,6,NA,NA,1500,0,5,0,0,0,0,1,0,0,0,0
807,11214,1,45,14,2,NA,NA,2584,0,6,0,0,0,0,0,0,0,0,1
916,5401,1,26,31,3,NA,NA,2460,0,7,0,0,0,0,0,1,0,0,0
960,959,1,80,6,3,NA,NA,778,0,4,0,0,0,0,0,0,0,1,0
996,307,1,32,4,5,NA,NA,3509,0,4,0,0,0,0,0,0,0,1,0
1037,4832,1,65,18,7,NA,NA,1719,1,8,0,0,0,1,0,0,0,0,0
1110,10568,1,65,13,1,NA,NA,2017,1,9,1,0,0,0,0,0,0,0,0
1209,7835,1,28,16,6,NA,NA,1821,0,9,1,0,0,0,0,0,0,0,0
1227,7472,1,30,4,2,NA,NA,1949,0,3,0,1,0,0,0,0,0,0,0
1267,8980,1,28,31,3,NA,NA,2448,0,7,0,0,0,0,0,1,0,0,0
1279,2568,1,25,12,4,NA,NA,1137,0,8,0,0,0,1,0,0,0,0,0
1321,5245,1,44,19,3,NA,NA,2139,0,9,1,0,0,0,0,0,0,0,0
1393,80,1,19,10,2,NA,NA,584,0,8,0,0,0,1,0,0,0,0,0
1481,8895,1,36,10,2,NA,NA,1472,0,8,0,0,0,1,0,0,0,0,0
1490,4505,1,22,18,3,NA,NA,2674,0,1,0,0,1,0,0,0,0,0,0
1535,9615,1,18,14,3,NA,NA,1466,0,8,0,0,0,1,0,0,0,0,0
1599,8241,1,25,22,5,NA,NA,1938,0,4,0,0,0,0,0,0,0,1,0
1615,1795,1,30,22,6,NA,NA,3216,0,7,0,0,0,0,0,1,0,0,0
1621,1747,1,50,27,5,NA,NA,2198,0,3,0,1,0,0,0,0,0,0,0
1653,11073,1,60,18,5,NA,NA,3411,0,6,0,0,0,0,0,0,0,0,1
1684,7574,1,49,21,1,NA,NA,1655,1,6,0,0,0,0,0,0,0,0,1
1749,8912,1,60,20,3,NA,NA,1234,0,9,1,0,0,0,0,0,0,0,0
1850,8822,1,30,16,5,NA,NA,2365,0,8,0,0,0,1,0,0,0,0,0
1887,7845,1,40,25,1,NA,NA,1662,1,5,0,0,0,0,1,0,0,0,0
1972,9480,1,20,29,2,NA,NA,796,0,7,0,0,0,0,0,1,0,0,0
2015,1551,1,34,30,1,NA,NA,1214,1,1,0,0,1,0,0,0,0,0,0
2024,4184,1,45,18,3,NA,NA,894,0,5,0,0,0,0,1,0,0,0,0
2026,1882,1,55,28,6,NA,NA,1294,0,4,0,0,0,0,0,0,0,1,0
2053,9159,1,45,25,7,NA,NA,1553,1,1,0,0,1,0,0,0,0,0,0
2082,8419,1,40,19,4,NA,NA,1288,0,3,0,1,0,0,0,0,0,0,0
2086,6329,1,60,9,4,NA,NA,1150,0,7,0,0,0,0,0,1,0,0,0
2088,9091,1,32,27,1,NA,NA,1547,1,6,0,0,0,0,0,0,0,0,1
2129,10829,1,20,13,6,NA,NA,1490,0,8,0,0,0,1,0,0,0,0,0
2171,10394,1,58,7,7,NA,NA,2177,1,8,0,0,0,1,0,0,0,0,0
2195,3385,1,18,10,7,NA,NA,1708,1,4,0,0,0,0,0,0,0,1,0
2239,6148,1,45,3,3,NA,NA,1745,0,8,0,0,0,1,0,0,0,0,0
2298,1705,1,38,4,4,NA,NA,1578,0,5,0,0,0,0,1,0,0,0,0
2446,80,1,50,10,2,NA,NA,783,0,8,0,0,0,1,0,0,0,0,0
2449,11549,1,38,18,6,NA,NA,1456,0,5,0,0,0,0,1,0,0,0,0
2496,2646,1,60,23,6,NA,NA,1471,0,4,0,0,0,0,0,0,0,1,0
2521,2285,1,43,10,5,NA,NA,2107,0,2,0,0,0,0,0,0,1,0,0
2544,7724,1,56,1,3,NA,NA,1601,0,1,0,0,1,0,0,0,0,0,0
2623,4550,1,18,29,3,NA,NA,768,0,6,0,0,0,0,0,0,0,0,1
2683,8424,1,50,19,6,NA,NA,2365,0,3,0,1,0,0,0,0,0,0,0
2698,1888,1,24,7,7,NA,NA,1553,1,8,0,0,0,1,0,0,0,0,0
2817,11048,1,23,8,7,NA,NA,1477,1,8,0,0,0,1,0,0,0,0,0
2881,2856,1,35,25,6,NA,NA,1312,0,6,0,0,0,0,0,0,0,0,1
2883,1157,1,72,21,3,NA,NA,1760,0,8,0,0,0,1,0,0,0,0,0
2885,6397,1,60,18,3,NA,NA,2308,0,5,0,0,0,0,1,0,0,0,0
2929,6933,1,42,4,4,NA,NA,1672,0,8,0,0,0,1,0,0,0,0,0
2947,6931,1,45,5,2,NA,NA,1483,0,9,1,0,0,0,0,0,0,0,0
2967,1147,1,26,27,2,NA,NA,1714,0,1,0,0,1,0,0,0,0,0,0
3035,7367,1,40,3,5,NA,NA,1387,0,7,0,0,0,0,0,1,0,0,0
3043,11733,1,23,8,5,NA,NA,1338,0,4,0,0,0,0,0,0,0,1,0
3091,684,1,22,22,2,NA,NA,1061,0,6,0,0,0,0,0,0,0,0,1
3153,3807,1,38,30,1,NA,NA,1597,1,1,0,0,1,0,0,0,0,0,0
3196,5357,1,18,31,3,NA,NA,1753,0,7,0,0,0,0,0,1,0,0,0
3202,11803,1,20,6,3,NA,NA,1694,0,4,0,0,0,0,0,0,0,1,0
3390,10119,1,35,14,3,NA,NA,2354,0,8,0,0,0,1,0,0,0,0,0
3429,6378,1,25,6,1,NA,NA,417,1,7,0,0,0,0,0,1,0,0,0
3549,10065,1,28,18,3,NA,NA,1873,0,5,0,0,0,0,1,0,0,0,0
3560,2898,1,18,24,2,NA,NA,1210,0,2,0,0,0,0,0,0,1,0,0
3571,5446,1,27,30,1,NA,NA,1252,1,1,0,0,1,0,0,0,0,0,0
3586,4958,1,27,18,1,NA,NA,1500,1,9,1,0,0,0,0,0,0,0,0
3598,4114,1,45,15,7,NA,NA,376,1,8,0,0,0,1,0,0,0,0,0
3602,1626,1,40,27,3,NA,NA,1234,0,4,0,0,0,0,0,0,0,1,0
3615,1297,1,20,11,4,NA,NA,634,0,2,0,0,0,0,0,0,1,0,0
3682,8678,1,40,21,5,NA,NA,4818,0,9,1,0,0,0,0,0,0,0,0
3692,762,1,55,12,2,NA,NA,2449,0,4,0,0,0,0,0,0,0,1,0
3696,10347,1,65,30,1,NA,NA,1848,1,4,0,0,0,0,0,0,0,1,0
3704,10165,1,49,9,2,NA,NA,1439,0,8,0,0,0,1,0,0,0,0,0
3728,10134,1,61,12,5,NA,NA,2127,0,8,0,0,0,1,0,0,0,0,0
3747,925,1,34,13,6,NA,NA,3677,0,2,0,0,0,0,0,0,1,0,0
3803,3241,1,36,8,3,NA,NA,2082,0,9,1,0,0,0,0,0,0,0,0
3856,8866,1,32,23,5,NA,NA,1629,0,1,0,0,1,0,0,0,0,0,0
3878,326,1,25,18,1,NA,NA,985,1,9,1,0,0,0,0,0,0,0,0
4013,1260,1,25,27,5,NA,NA,2020,0,3,0,1,0,0,0,0,0,0,0
4034,10829,1,45,13,6,NA,NA,1236,0,8,0,0,0,1,0,0,0,0,0
4040,7919,1,38,23,4,NA,NA,1111,0,5,0,0,0,0,1,0,0,0,0
4042,2336,1,45,19,4,NA,NA,1452,0,3,0,1,0,0,0,0,0,0,0
4076,6425,1,40,2,5,NA,NA,2530,0,7,0,0,0,0,0,1,0,0,0
4172,2728,1,30,29,5,NA,NA,3197,0,5,0,0,0,0,1,0,0,0,0
4237,7895,1,30,18,3,NA,NA,2776,0,1,0,0,1,0,0,0,0,0,0
4294,6619,1,42,21,1,NA,NA,1829,1,3,0,1,0,0,0,0,0,0,0
4295,4384,1,65,23,6,NA,NA,1354,0,2,0,0,0,0,0,0,1,0,0
4336,7724,1,18,1,3,NA,NA,974,0,1,0,0,1,0,0,0,0,0,0
4358,2329,1,65,15,7,NA,NA,1988,1,8,0,0,0,1,0,0,0,0,0
4394,6066,1,35,1,4,NA,NA,2147,0,7,0,0,0,0,0,1,0,0,0
4406,5042,1,60,10,5,NA,NA,2326,0,2,0,0,0,0,0,0,1,0,0
4408,9104,1,62,7,7,NA,NA,1814,1,8,0,0,0,1,0,0,0,0,0
4411,3496,1,40,9,2,NA,NA,3107,0,5,0,0,0,0,1,0,0,0,0
4471,7195,1,38,8,5,NA,NA,593,0,4,0,0,0,0,0,0,0,1,0
4475,5784,1,70,7,2,NA,NA,1340,0,7,0,0,0,0,0,1,0,0,0
4510,4942,1,32,18,3,NA,NA,1835,0,5,0,0,0,0,1,0,0,0,0
4513,9265,1,29,22,2,NA,NA,812,0,6,0,0,0,0,0,0,0,0,1
4574,1034,1,30,23,4,NA,NA,1701,0,6,0,0,0,0,0,0,0,0,1
4590,3101,1,42,27,7,NA,NA,2956,1,7,0,0,0,0,0,1,0,0,0
4602,7538,1,42,28,6,NA,NA,2574,0,4,0,0,0,0,0,0,0,1,0
4603,3692,1,23,12,2,NA,NA,1505,0,4,0,0,0,0,0,0,0,1,0
4636,7108,1,38,9,2,NA,NA,2003,0,2,0,0,0,0,0,0,1,0,0
4683,2517,1,55,26,1,NA,NA,1746,1,1,0,0,1,0,0,0,0,0,0
4691,10624,1,48,14,4,NA,NA,1226,0,9,1,0,0,0,0,0,0,0,0
4714,2080,1,58,8,1,NA,NA,1371,1,8,0,0,0,1,0,0,0,0,0
4765,11734,1,35,8,1,NA,NA,1476,1,5,0,0,0,0,1,0,0,0,0
4790,1324,1,32,26,4,NA,NA,1749,0,4,0,0,0,0,0,0,0,1,0
4791,8261,1,18,22,2,NA,NA,1943,0,6,0,0,0,0,0,0,0,0,1
4836,1585,1,70,23,7,NA,NA,656,1,7,0,0,0,0,0,1,0,0,0
4888,10717,1,28,3,5,NA,NA,2498,0,1,0,0,1,0,0,0,0,0,0
4904,5295,1,30,10,3,NA,NA,2714,0,8,0,0,0,1,0,0,0,0,0
4927,11092,1,31,27,3,NA,NA,1950,0,2,0,0,0,0,0,0,1,0,0
4966,2468,1,26,15,5,NA,NA,2493,0,9,1,0,0,0,0,0,0,0,0
4998,8119,1,22,27,7,NA,NA,2479,1,7,0,0,0,0,0,1,0,0,0
5005,7243,1,20,26,4,NA,NA,4009,0,4,0,0,0,0,0,0,0,1,0
5028,1004,1,80,29,2,NA,NA,959,0,7,0,0,0,0,0,1,0,0,0
5066,10326,1,70,18,7,NA,NA,2299,1,8,0,0,0,1,0,0,0,0,0
5101,6771,1,25,4,4,NA,NA,2023,0,8,0,0,0,1,0,0,0,0,0
5137,11323,1,60,4,5,NA,NA,1819,0,4,0,0,0,0,0,0,0,1,0
5208,8591,1,21,18,6,NA,NA,2172,0,5,0,0,0,0,1,0,0,0,0
5239,2514,1,26,17,1,NA,NA,2480,1,6,0,0,0,0,0,0,0,0,1
5260,6230,1,70,27,3,NA,NA,2536,0,7,0,0,0,0,0,1,0,0,0
5263,1754,1,35,7,4,NA,NA,1331,0,9,1,0,0,0,0,0,0,0,0
5297,8428,1,22,3,5,NA,NA,1084,0,7,0,0,0,0,0,1,0,0,0
5337,10712,1,55,4,6,NA,NA,1864,0,3,0,1,0,0,0,0,0,0,0
5365,4321,1,35,24,2,NA,NA,1544,0,2,0,0,0,0,0,0,1,0,0
5371,8971,1,40,9,6,NA,NA,1275,0,9,1,0,0,0,0,0,0,0,0
5388,1393,1,45,17,1,NA,NA,2054,1,6,0,0,0,0,0,0,0,0,1
5540,11700,1,58,10,3,NA,NA,2546,0,8,0,0,0,1,0,0,0,0,0
5577,8713,1,31,27,3,NA,NA,2232,0,7,0,0,0,0,0,1,0,0,0
5582,9687,1,52,19,4,NA,NA,1810,0,1,0,0,1,0,0,0,0,0,0
5595,2773,1,18,27,5,NA,NA,1655,0,3,0,1,0,0,0,0,0,0,0
5616,1733,1,21,14,2,NA,NA,2338,0,6,0,0,0,0,0,0,0,0,1
5622,11667,1,40,28,3,NA,NA,1733,0,1,0,0,1,0,0,0,0,0,0
5637,4271,1,30.1,21,1,NA,NA,2464,1,3,0,1,0,0,0,0,0,0,0
5666,6606,1,25,1,3,NA,NA,1287,0,3,0,1,0,0,0,0,0,0,0
5668,7413,1,30,19,4,NA,NA,1947,0,1,0,0,1,0,0,0,0,0,0
5691,9700,1,24,4,4,NA,NA,1860,0,8,0,0,0,1,0,0,0,0,0
5718,2952,1,60,23,7,NA,NA,1626,1,7,0,0,0,0,0,1,0,0,0
5721,3840,1,45,6,1,NA,NA,1266,1,7,0,0,0,0,0,1,0,0,0
5744,11579,1,35,8,3,NA,NA,2719,0,3,0,1,0,0,0,0,0,0,0
5752,11424,1,99,21,6,NA,NA,580,0,3,0,1,0,0,0,0,0,0,0
5767,9161,1,25,10,7,NA,NA,1948,1,4,0,0,0,0,0,0,0,1,0
5806,4153,1,42,5,5,NA,NA,1018,0,5,0,0,0,0,1,0,0,0,0
5817,2749,1,66,27,5,NA,NA,2316,0,3,0,1,0,0,0,0,0,0,0
5825,8181,1,36,3,5,NA,NA,1830,0,7,0,0,0,0,0,1,0,0,0
5864,6973,1,32,30,1,NA,NA,1697,1,1,0,0,1,0,0,0,0,0,0
5868,9834,1,45,5,5,NA,NA,1521,0,8,0,0,0,1,0,0,0,0,0
5902,4022,1,54,26,2,NA,NA,1744,0,2,0,0,0,0,0,0,1,0,0
5906,4235,1,19,26,6,NA,NA,1489,0,3,0,1,0,0,0,0,0,0,0
5912,3254,1,25,26,2,NA,NA,1497,0,4,0,0,0,0,0,0,0,1,0
5976,7779,1,22,24,7,NA,NA,1097,1,5,0,0,0,0,1,0,0,0,0
6097,6714,1,34,2,3,NA,NA,1267,0,4,0,0,0,0,0,0,0,1,0
6118,2836,1,40,29,5,NA,NA,2279,0,5,0,0,0,0,1,0,0,0,0
6186,11357,1,30,16,4,NA,NA,1837,0,5,0,0,0,0,1,0,0,0,0
6199,122,1,35,16,5,NA,NA,1390,0,8,0,0,0,1,0,0,0,0,0
6224,3882,1,70,20,3,NA,NA,2307,0,9,1,0,0,0,0,0,0,0,0
6246,5526,1,36,20,3,NA,NA,1846,0,4,0,0,0,0,0,0,0,1,0
6278,2734,1,72,3,5,NA,NA,831,0,1,0,0,1,0,0,0,0,0,0
6326,5109,1,40,25,2,NA,NA,2140,0,7,0,0,0,0,0,1,0,0,0
6336,10571,1,60,18,5,NA,NA,1040,0,6,0,0,0,0,0,0,0,0,1
6339,9463,1,60,18,3,NA,NA,1602,0,5,0,0,0,0,1,0,0,0,0
6534,2131,1,26,11,4,NA,NA,924,0,2,0,0,0,0,0,0,1,0,0
6546,5225,1,65,3,7,NA,NA,1686,1,9,1,0,0,0,0,0,0,0,0
6576,4225,1,32,12,2,NA,NA,2178,0,4,0,0,0,0,0,0,0,1,0
6634,8992,1,34,4,5,NA,NA,2884,0,4,0,0,0,0,0,0,0,1,0
6650,1966,1,75,23,5,NA,NA,1687,0,1,0,0,1,0,0,0,0,0,0
6682,3332,1,25,14,6,NA,NA,2054,0,1,0,0,1,0,0,0,0,0,0
6727,2559,1,42,9,4,NA,NA,1130,0,9,1,0,0,0,0,0,0,0,0
6738,3428,1,32,18,1,NA,NA,1492,1,9,1,0,0,0,0,0,0,0,0
6776,7626,1,69,27,1,NA,NA,3090,1,6,0,0,0,0,0,0,0,0,1
6778,5460,1,18,16,4,NA,NA,1865,0,5,0,0,0,0,1,0,0,0,0
6872,3498,1,35,22,2,NA,NA,1311,0,6,0,0,0,0,0,0,0,0,1
6884,1360,1,19,18,1,NA,NA,2465,1,9,1,0,0,0,0,0,0,0,0
6934,2228,1,40,22,3,NA,NA,1307,0,5,0,0,0,0,1,0,0,0,0
6938,9825,1,55,10,5,NA,NA,3566,0,2,0,0,0,0,0,0,1,0,0
7004,10167,1,39,29,5,NA,NA,2883,0,5,0,0,0,0,1,0,0,0,0
7020,7310,1,35,8,1,NA,NA,1771,1,8,0,0,0,1,0,0,0,0,0
7047,1048,1,21,10,3,NA,NA,2016,0,8,0,0,0,1,0,0,0,0,0
7052,5448,1,46,30,1,NA,NA,2218,1,4,0,0,0,0,0,0,0,1,0
7061,10873,1,29,19,4,NA,NA,1481,0,3,0,1,0,0,0,0,0,0,0
7083,2429,1,69,25,6,NA,NA,1515,0,6,0,0,0,0,0,0,0,0,1
7292,3185,1,18,20,2,NA,NA,2517,0,8,0,0,0,1,0,0,0,0,0
7323,10425,1,18,5,2,NA,NA,1661,0,9,1,0,0,0,0,0,0,0,0
7338,2468,1,20,15,5,NA,NA,2622,0,9,1,0,0,0,0,0,0,0,0
7366,9546,1,20,30,1,NA,NA,1526,1,1,0,0,1,0,0,0,0,0,0
7394,824,1,18,17,1,NA,NA,1521,1,6,0,0,0,0,0,0,0,0,1
7440,2468,1,48,15,5,NA,NA,2589,0,9,1,0,0,0,0,0,0,0,0
7487,7721,1,36,23,4,NA,NA,1014,0,6,0,0,0,0,0,0,0,0,1
7519,7523,1,27,24,2,NA,NA,1339,0,2,0,0,0,0,0,0,1,0,0
7545,98,1,18,3,5,NA,NA,2101,0,1,0,0,1,0,0,0,0,0,0
7548,11125,1,21,29,2,NA,NA,2613,0,7,0,0,0,0,0,1,0,0,0
7559,1461,1,55,10,5,NA,NA,2554,0,2,0,0,0,0,0,0,1,0,0
7593,11416,1,28,21,5,NA,NA,3275,0,9,1,0,0,0,0,0,0,0,0
7600,11472,1,50,2,1,NA,NA,1030,1,4,0,0,0,0,0,0,0,1,0
7610,5095,1,30,8,1,NA,NA,2380,1,8,0,0,0,1,0,0,0,0,0
7662,9765,1,75,5,5,NA,NA,2873,0,5,0,0,0,0,1,0,0,0,0
7721,3687,1,18,19,4,NA,NA,1291,0,3,0,1,0,0,0,0,0,0,0
7794,3530,1,36,29,5,NA,NA,2124,0,5,0,0,0,0,1,0,0,0,0
7822,10858,1,45,23,7,NA,NA,2040,1,7,0,0,0,0,0,1,0,0,0
7843,11016,1,26,14,3,NA,NA,937,0,8,0,0,0,1,0,0,0,0,0
7895,4444,1,40,10,5,NA,NA,1535,0,6,0,0,0,0,0,0,0,0,1
7935,8855,1,24,31,3,NA,NA,2588,0,7,0,0,0,0,0,1,0,0,0
8028,8951,1,45,8,7,NA,NA,2125,1,8,0,0,0,1,0,0,0,0,0
8067,8277,1,32,8,5,NA,NA,1761,0,1,0,0,1,0,0,0,0,0,0
8068,4612,1,35,20,3,NA,NA,2559,0,4,0,0,0,0,0,0,0,1,0
8070,4725,1,35,8,5,NA,NA,1432,0,1,0,0,1,0,0,0,0,0,0
8078,4194,1,65,19,3,NA,NA,2169,0,9,1,0,0,0,0,0,0,0,0
8110,6309,1,26,20,5,NA,NA,905,0,5,0,0,0,0,1,0,0,0,0
8153,8755,1,60,8,5,NA,NA,1660,0,4,0,0,0,0,0,0,0,1,0
8209,817,1,58,11,6,NA,NA,2007,0,3,0,1,0,0,0,0,0,0,0
8250,8853,1,19,6,3,NA,NA,1539,0,1,0,0,1,0,0,0,0,0,0
8331,6176,1,38,25,2,NA,NA,1673,0,7,0,0,0,0,0,1,0,0,0
8332,9765,1,42,5,5,NA,NA,2296,0,5,0,0,0,0,1,0,0,0,0
8360,9675,1,32,19,3,NA,NA,2825,0,9,1,0,0,0,0,0,0,0,0
8442,707,1,56,4,6,NA,NA,1361,0,3,0,1,0,0,0,0,0,0,0
8508,5124,1,25,31,3,NA,NA,1105,0,7,0,0,0,0,0,1,0,0,0
8569,5271,1,55,2,3,NA,NA,3317,0,4,0,0,0,0,0,0,0,1,0
8622,5032,1,50,12,4,NA,NA,1898,0,8,0,0,0,1,0,0,0,0,0
8657,476,1,35,12,5,NA,NA,2293,0,8,0,0,0,1,0,0,0,0,0
8691,2835,1,65,1,3,NA,NA,1160,0,3,0,1,0,0,0,0,0,0,0
8716,8463,1,24,12,7,NA,NA,1718,1,6,0,0,0,0,0,0,0,0,1
8724,5547,1,42,19,6,NA,NA,2164,0,3,0,1,0,0,0,0,0,0,0
8752,10302,1,55,9,6,NA,NA,1868,0,9,1,0,0,0,0,0,0,0,0
8813,9904,1,22,5,2,NA,NA,2326,0,9,1,0,0,0,0,0,0,0,0
8815,8771,1,50,20,3,NA,NA,1950,0,4,0,0,0,0,0,0,0,1,0
8830,5396,1,22,3,5,NA,NA,1058,0,1,0,0,1,0,0,0,0,0,0
8837,2537,1,23,25,7,NA,NA,1448,1,1,0,0,1,0,0,0,0,0,0
8842,3313,1,60,4,5,NA,NA,2801,0,4,0,0,0,0,0,0,0,1,0
8923,2039,1,18,4,2,NA,NA,1389,0,3,0,1,0,0,0,0,0,0,0
8971,11478,1,38,21,4,NA,NA,1657,0,4,0,0,0,0,0,0,0,1,0
9099,4052,1,25,28,5,NA,NA,833,0,4,0,0,0,0,0,0,0,1,0
9103,6770,1,30,6,4,NA,NA,1861,0,3,0,1,0,0,0,0,0,0,0
9154,3133,1,65,14,3,NA,NA,2414,0,8,0,0,0,1,0,0,0,0,0
9290,10533,1,37,23,6,NA,NA,1440,0,4,0,0,0,0,0,0,0,1,0
9364,4114,1,19,15,7,NA,NA,651,1,8,0,0,0,1,0,0,0,0,0
9513,1710,1,26,18,1,NA,NA,1717,1,9,1,0,0,0,0,0,0,0,0
9573,2039,1,50,4,2,NA,NA,1615,0,3,0,1,0,0,0,0,0,0,0
9705,9219,1,45,6,7,NA,NA,1368,1,4,0,0,0,0,0,0,0,1,0
9710,4229,1,28,1,3,NA,NA,1494,0,1,0,0,1,0,0,0,0,0,0
9756,11622,1,32,7,7,NA,NA,2701,1,8,0,0,0,1,0,0,0,0,0
9891,10403,1,30,10,7,NA,NA,1998,1,1,0,0,1,0,0,0,0,0,0
9934,9351,1,30,22,4,NA,NA,2602,0,8,0,0,0,1,0,0,0,0,0
9935,10159,1,22,19,6,NA,NA,2806,0,3,0,1,0,0,0,0,0,0,0
10035,7559,1,65,12,5,NA,NA,1585,0,8,0,0,0,1,0,0,0,0,0
10093,2141,1,39,16,6,NA,NA,1766,0,9,1,0,0,0,0,0,0,0,0
10145,8831,1,56,30,1,NA,NA,1617,1,1,0,0,1,0,0,0,0,0,0
10162,4219,1,35,15,7,NA,NA,1567,1,1,0,0,1,0,0,0,0,0,0
10163,980,1,18,23,5,NA,NA,1720,0,1,0,0,1,0,0,0,0,0,0
10170,7209,1,70,23,3,NA,NA,2057,0,3,0,1,0,0,0,0,0,0,0
10248,6806,1,30,10,2,NA,NA,1701,0,8,0,0,0,1,0,0,0,0,0
10253,8796,1,40,14,2,NA,NA,1755,0,2,0,0,0,0,0,0,1,0,0
10301,5396,1,60,3,5,NA,NA,827,0,1,0,0,1,0,0,0,0,0,0
10318,3757,1,28,23,3,NA,NA,2720,0,3,0,1,0,0,0,0,0,0,0
10393,1631,1,35,22,3,NA,NA,1881,0,5,0,0,0,0,1,0,0,0,0
10428,764,1,18,27,5,NA,NA,1815,0,3,0,1,0,0,0,0,0,0,0
10465,265,1,70,12,4,NA,NA,1503,0,8,0,0,0,1,0,0,0,0,0
10515,3882,1,22,20,3,NA,NA,2488,0,9,1,0,0,0,0,0,0,0,0
10516,4724,1,55,25,5,NA,NA,1448,0,3,0,1,0,0,0,0,0,0,0
10550,10810,1,36,2,3,NA,NA,1637,0,4,0,0,0,0,0,0,0,1,0
10565,9843,1,37,6,3,NA,NA,2007,0,1,0,0,1,0,0,0,0,0,0
10599,11779,1,55,8,1,NA,NA,1232,1,8,0,0,0,1,0,0,0,0,0
10620,6311,1,65,23,6,NA,NA,2011,0,2,0,0,0,0,0,0,1,0,0
10629,5645,1,31,22,5,NA,NA,1855,0,4,0,0,0,0,0,0,0,1,0
10646,1104,1,20,26,4,NA,NA,1442,0,4,0,0,0,0,0,0,0,1,0
10661,11700,1,20,10,3,NA,NA,1717,0,8,0,0,0,1,0,0,0,0,0
10665,1909,1,21,3,7,NA,NA,1488,1,9,1,0,0,0,0,0,0,0,0
10704,4352,1,45,25,5,NA,NA,1893,0,3,0,1,0,0,0,0,0,0,0
10741,11699,1,20,10,7,NA,NA,1871,1,4,0,0,0,0,0,0,0,1,0
10775,3036,1,30,1,3,NA,NA,3018,0,3,0,1,0,0,0,0,0,0,0
10792,4562,1,38,31,3,NA,NA,1780,0,7,0,0,0,0,0,1,0,0,0
10801,1350,1,30,9,6,NA,NA,1455,0,9,1,0,0,0,0,0,0,0,0
10812,11484,1,29,14,2,NA,NA,1957,0,9,1,0,0,0,0,0,0,0,0
10823,9602,1,20,1,4,NA,NA,2801,0,7,0,0,0,0,0,1,0,0,0
10825,2217,1,28,23,5,NA,NA,2260,0,1,0,0,1,0,0,0,0,0,0
10842,11401,1,60,10,5,NA,NA,1310,0,9,1,0,0,0,0,0,0,0,0
10904,668,1,38,3,3,NA,NA,1703,0,8,0,0,0,1,0,0,0,0,0
10938,8795,1,65,9,2,NA,NA,1150,0,2,0,0,0,0,0,0,1,0,0
10952,4366,1,37,29,5,NA,NA,1402,0,7,0,0,0,0,0,1,0,0,0
10961,8929,1,32,3,5,NA,NA,1369,0,7,0,0,0,0,0,1,0,0,0
10981,8014,1,38,10,2,NA,NA,1457,0,8,0,0,0,1,0,0,0,0,0
10984,10358,1,18,8,3,NA,NA,2251,0,3,0,1,0,0,0,0,0,0,0
11005,3652,1,45,10,3,NA,NA,2060,0,2,0,0,0,0,0,0,1,0,0
11012,7209,1,24,23,3,NA,NA,3335,0,3,0,1,0,0,0,0,0,0,0
11049,6185,1,35,14,2,NA,NA,2094,0,2,0,0,0,0,0,0,1,0,0
11110,6067,1,66,27,7,NA,NA,2940,1,7,0,0,0,0,0,1,0,0,0
11119,6970,1,27,18,1,NA,NA,1513,1,9,1,0,0,0,0,0,0,0,0
11185,10793,1,28,19,3,NA,NA,2168,0,9,1,0,0,0,0,0,0,0,0
11236,3198,1,30,8,7,NA,NA,1384,1,8,0,0,0,1,0,0,0,0,0
